Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
166,8.0,0.0,0.0,300.0,6.0,94.0,7506.0,0.0,461.10299999999944,0.0,0.0,1435.3025012016296,,,,,,,,,,,,,,,,,,,,,222.1138267861768,129.10849119518053,440.66496524734697,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,383.0,7.0,83.0,7589.0,0.0,408.08999999999963,0.0,0.0,1444.0380482673645,,,,,,,,,,,,,,,,,,,,,197.9346376159344,114.7127800589301,392.05347855643413,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,421.0,8.0,38.0,7627.0,0.0,182.04600000000013,0.0,0.0,1448.191478729248,,,,,,,,,,,,,,,,,,,,,89.19237786434293,52.79841586658581,178.8355251663214,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,471.0,9.0,50.0,7677.0,0.0,245.05500000000018,0.0,0.0,1453.5387654304504,,,,,,,,,,,,,,,,,,,,,120.78321924421881,70.13723789352937,239.2550941319211,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,493.0,10.0,22.0,7699.0,0.0,104.02799999999998,0.0,0.0,1456.1103327274323,,,,,,,,,,,,,,,,,,,,,51.84730967728387,30.447261905225183,102.99034953663642,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,520.0,11.0,27.0,7726.0,0.0,128.034,0.0,0.0,1459.1666164398193,,,,,,,,,,,,,,,,,,,,,63.26645503247668,37.36712660253572,126.45225797209525,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,568.0,12.0,48.0,7774.0,0.0,235.05300000000017,0.0,0.0,1464.462236881256,,,,,,,,,,,,,,,,,,,,,115.94619344509131,67.3724203051932,229.71730001465042,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,620.0,13.0,52.0,7826.0,0.0,252.0600000000002,0.0,0.0,1470.0110430717468,,,,,,,,,,,,,,,,,,,,,123.02206661524367,72.41424703656307,245.90876129730478,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,663.0,14.0,43.0,7869.0,0.0,209.04900000000015,0.0,0.0,1474.6750524044037,,,,,,,,,,,,,,,,,,,,,102.96211971827819,60.267024645809,204.82645530742155,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,820.0,15.0,157.0,8026.0,0.0,777.1649999999975,0.0,0.0,1490.8671300411224,,,,,,,,,,,,,,,,,,,,,368.06016479728055,209.73456545361483,720.0996537806082,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,908.0,16.0,88.0,8114.0,0.0,432.09599999999955,0.0,0.0,1500.2610132694244,,,,,,,,,,,,,,,,,,,,,209.09796210370075,121.0043024366043,414.10948882369837,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,970.0,17.0,62.0,8176.0,0.0,301.0710000000002,0.0,0.0,1507.1391031742096,,,,,,,,,,,,,,,,,,,,,146.2006641069429,86.01872944435485,292.2988576830527,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,1014.0,18.0,44.0,8220.0,0.0,212.05200000000016,0.0,0.0,1511.8353502750397,,,,,,,,,,,,,,,,,,,,,103.71409901664484,61.25605626756942,207.69627591918692,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,1175.0,19.0,161.0,8381.0,0.0,796.1699999999973,0.0,0.0,1528.5667750835419,,,,,,,,,,,,,,,,,,,,,376.1914079113375,214.63171025412169,736.3395228491244,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,1242.0,20.0,67.0,8448.0,0.0,328.074,0.0,0.0,1535.7038097381592,,,,,,,,,,,,,,,,,,,,,159.87971773993712,93.16393376950455,317.6797386500744,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,82.0,1.0,82.0,8530.0,0.0,401.0909999999997,0.0,0.0,1723.9755682945251,,,,,,,,,,,,,,,,,,,,,193.81720831308215,113.13498053147009,385.5835724908183,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,192.0,2.0,110.0,8640.0,0.0,544.1159999999986,0.0,0.0,1735.4870445728302,,,,,,,,,,,,,,,,,,,,,262.1810764648652,150.30477926192322,515.7918734623273,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,210.0,3.0,18.0,8658.0,0.0,84.02399999999997,0.0,0.0,1737.6619231700897,,,,,,,,,,,,,,,,,,,,,42.11758479589581,24.610596164223963,83.34923270638028,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,273.0,4.0,63.0,8721.0,0.0,310.06800000000004,0.0,0.0,1744.52605843544,,,,,,,,,,,,,,,,,,,,,152.08043578098562,87.95554761826563,300.78772026606407,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,293.0,5.0,20.0,8741.0,0.0,94.02599999999997,0.0,0.0,1746.9762935638428,,,,,,,,,,,,,,,,,,,,,46.978151319499936,27.538021629066762,93.17961659020021,4.002000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
